year,country,iso3,region,co2_emissions_mt,population_millions,co2_per_capita_t,co2_intensity_kg_per_gdp_usd,coal_pct,oil_pct,gas_pct,nuclear_pct,hydro_pct,solar_pct,wind_pct,other_renewables_pct,renewables_total_pct,fossil_total_pct,clean_baseload_pct,fossil_ratio,coal_to_gas_ratio,renewables_plus_nuclear_pct
2021,Japan,JPN,Asia,1018.5,122.8,8.29,0.53,23.86,37.22,22.12,4.33,4.02,7.38,1.08,0.0,12.48,83.2,8.35,6.6613,1.0782,16.81
2022,Japan,JPN,Asia,1009.2,123.7,8.16,0.51,23.52,36.92,22.23,4.89,3.46,7.61,1.37,0.0,12.44,82.67,8.35,6.6402,1.0576,17.33
2023,Japan,JPN,Asia,985.0,124.5,7.91,0.48,22.92,36.5,22.05,5.27,3.79,8.06,1.41,0.0,13.26,81.47,9.06,6.1394,1.039,18.53
2024,Japan,JPN,Asia,971.6,125.3,7.75,0.46,22.69,36.02,21.53,5.95,3.83,8.47,1.5,0.0,13.8,80.24,9.78,5.8103,1.0534,19.75
2025,Japan,JPN,Asia,935.1,126.2,7.41,0.42,22.2,36.02,21.05,6.28,4.18,8.74,1.52,0.0,14.45,79.28,10.46,5.4827,1.0541,20.73
2026,Japan,JPN,Asia,931.5,127.0,7.33,0.41,21.54,35.91,21.21,6.98,4.03,8.4,1.92,0.0,14.35,78.67,11.01,5.4784,1.0151,21.33
2000,Kazakhstan,KAZ,Eurasia,169.6,17.0,9.97,1.99,14.72,23.0,47.99,6.19,4.74,0.74,0.0,2.62,8.1,85.71,10.93,10.5684,0.3067,14.29
2001,Kazakhstan,KAZ,Eurasia,180.8,17.1,10.55,1.92,16.41,23.13,52.16,4.58,2.49,0.0,0.36,0.86,3.71,91.7,7.07,24.6505,0.3145,8.29
2002,Kazakhstan,KAZ,Eurasia,183.3,17.3,10.61,1.77,14.03,24.5,48.86,5.36,2.59,0.75,1.1,2.83,7.26,87.38,7.95,12.0193,0.2871,12.62
2003,Kazakhstan,KAZ,Eurasia,194.9,17.4,11.2,1.72,14.27,24.22,48.47,7.48,3.99,0.03,0.0,1.54,5.55,86.96,11.47,15.6403,0.2943,13.03
2004,Kazakhstan,KAZ,Eurasia,202.6,17.5,11.55,1.65,14.47,25.52,50.7,6.62,1.64,0.0,0.02,1.02,2.68,90.7,8.26,33.7175,0.2853,9.3
2005,Kazakhstan,KAZ,Eurasia,212.1,17.7,12.0,1.6,13.5,24.38,51.07,5.53,2.44,0.0,0.19,2.89,5.52,88.95,7.97,16.085,0.2643,11.05
2006,Kazakhstan,KAZ,Eurasia,223.8,17.8,12.57,1.57,15.46,23.96,49.88,5.17,3.41,0.61,1.52,0.0,5.54,89.29,8.58,16.0883,0.3099,10.71
2007,Kazakhstan,KAZ,Eurasia,231.4,17.9,12.9,1.52,14.44,25.38,52.54,4.76,1.76,1.11,0.0,0.0,2.87,92.37,6.52,32.0729,0.2748,7.63
2008,Kazakhstan,KAZ,Eurasia,235.3,18.1,13.02,1.45,15.01,24.66,51.05,4.72,2.9,1.53,0.0,0.13,4.56,90.72,7.62,19.8512,0.294,9.28
2009,Kazakhstan,KAZ,Eurasia,247.0,18.2,13.57,1.43,13.11,23.54,49.7,6.23,4.02,0.61,0.89,1.89,7.42,86.35,10.25,11.6218,0.2637,13.65
2010,Kazakhstan,KAZ,Eurasia,260.7,18.3,14.21,1.42,14.42,23.47,52.16,4.6,2.97,0.64,0.0,1.76,5.37,90.04,7.57,16.7361,0.2764,9.97
2011,Kazakhstan,KAZ,Eurasia,253.8,18.5,13.74,1.31,13.24,23.33,52.15,4.87,3.71,0.26,1.28,1.17,6.42,88.72,8.58,13.7978,0.2538,11.29
2012,Kazakhstan,KAZ,Eurasia,259.6,18.6,13.95,1.27,12.62,24.36,47.55,6.89,4.45,1.17,0.13,2.83,8.58,84.53,11.34,9.8405,0.2653,15.47
2013,Kazakhstan,KAZ,Eurasia,260.2,18.7,13.89,1.21,13.5,23.34,52.34,5.56,2.1,1.65,0.0,1.51,5.26,89.18,7.66,16.9222,0.2579,10.82
2014,Kazakhstan,KAZ,Eurasia,262.8,18.9,13.92,1.16,12.17,23.86,51.41,4.99,2.95,1.63,1.0,2.01,7.58,87.44,7.94,11.5204,0.2367,12.57
2015,Kazakhstan,KAZ,Eurasia,258.5,19.0,13.6,1.09,13.07,22.81,52.23,5.56,3.81,1.8,0.0,0.72,6.34,88.1,9.37,13.874,0.2502,11.9
2016,Kazakhstan,KAZ,Eurasia,272.7,19.1,14.24,1.1,12.51,21.52,50.98,7.47,1.94,1.93,0.18,3.47,7.52,85.01,9.41,11.2895,0.2453,14.99
2017,Kazakhstan,KAZ,Eurasia,265.9,19.3,13.79,1.02,12.47,23.1,51.51,5.67,4.38,1.14,1.7,0.03,7.24,87.08,10.05,12.011,0.242,12.91
2018,Kazakhstan,KAZ,Eurasia,275.2,19.4,14.18,1.01,13.52,21.85,50.51,6.59,3.21,0.74,1.4,2.17,7.53,85.88,9.8,11.3899,0.2676,14.12
2019,Kazakhstan,KAZ,Eurasia,270.5,19.5,13.84,0.95,14.08,21.32,52.97,8.23,2.6,0.0,0.0,0.8,3.39,88.37,10.83,25.9912,0.2658,11.62
2020,Kazakhstan,KAZ,Eurasia,272.4,19.7,13.84,0.92,14.38,22.2,50.53,5.72,1.64,1.61,0.66,3.26,7.16,87.11,7.36,12.1492,0.2845,12.88
2021,Kazakhstan,KAZ,Eurasia,283.8,19.8,14.32,0.92,13.34,23.65,52.72,5.58,2.15,0.0,1.74,0.82,4.7,89.72,7.73,19.0488,0.253,10.28
2022,Kazakhstan,KAZ,Eurasia,286.7,19.9,14.37,0.9,13.43,22.62,52.3,5.53,3.31,0.63,1.75,0.44,6.12,88.35,8.84,14.4127,0.2567,11.65
2023,Kazakhstan,KAZ,Eurasia,287.1,20.1,14.3,0.87,12.13,22.45,49.53,7.07,3.34,2.6,1.18,1.7,8.82,84.11,10.41,9.5255,0.2449,15.89
2024,Kazakhstan,KAZ,Eurasia,293.3,20.2,14.51,0.85,12.16,21.39,51.4,8.09,1.99,1.66,1.33,1.99,6.97,84.94,10.08,12.1691,0.2365,15.06
2025,Kazakhstan,KAZ,Eurasia,286.3,20.4,14.07,0.8,11.87,21.83,54.52,6.79,1.81,2.97,0.17,0.05,5.0,88.21,8.6,17.6068,0.2177,11.79
2026,Kazakhstan,KAZ,Eurasia,285.0,20.5,13.91,0.77,11.68,23.1,50.49,8.11,2.07,1.26,0.32,2.97,6.62,85.26,10.18,12.8597,0.2313,14.73
2000,Kenya,KEN,Africa,11.0,47.6,0.23,0.05,13.7,34.64,10.45,1.07,24.81,0.0,0.4,14.93,40.14,58.79,25.88,1.4643,1.3098,41.21
2001,Kenya,KEN,Africa,11.4,48.0,0.24,0.04,14.45,33.69,10.41,1.72,24.79,1.18,0.0,13.76,39.73,58.55,26.51,1.4733,1.3868,41.45
2002,Kenya,KEN,Africa,11.8,48.4,0.24,0.04,14.47,33.5,11.24,1.31,23.6,0.87,1.26,13.75,39.48,59.21,24.91,1.4994,1.2862,40.79
2003,Kenya,KEN,Africa,12.6,48.7,0.26,0.04,15.21,32.81,7.66,2.25,25.18,0.55,1.14,15.19,42.06,55.69,27.43,1.3237,1.9831,44.31
2004,Kenya,KEN,Africa,12.8,49.1,0.26,0.04,15.75,35.05,9.3,0.24,22.33,1.39,1.7,14.24,39.65,60.11,22.57,1.5156,1.6917,39.89
2005,Kenya,KEN,Africa,13.6,49.5,0.27,0.04,15.33,34.8,9.97,0.18,25.22,0.0,2.56,11.92,39.71,60.11,25.4,1.5133,1.5361,39.89
2006,Kenya,KEN,Africa,14.4,49.9,0.29,0.04,14.65,33.61,11.17,1.04,25.58,0.23,0.96,12.77,39.54,59.42,26.62,1.5024,1.3104,40.58
2007,Kenya,KEN,Africa,14.8,50.2,0.3,0.03,13.55,34.84,10.32,1.48,23.65,0.54,1.02,14.61,39.81,58.71,25.13,1.4744,1.3117,41.29
2008,Kenya,KEN,Africa,14.7,50.6,0.29,0.03,13.51,33.74,9.59,0.0,23.72,3.84,1.79,13.82,43.16,56.84,23.72,1.3167,1.4073,43.16
2009,Kenya,KEN,Africa,15.4,51.0,0.3,0.03,14.0,32.51,9.86,1.44,25.96,1.77,0.88,13.59,42.19,56.37,27.4,1.3358,1.4184,43.63
2010,Kenya,KEN,Africa,16.1,51.4,0.31,0.03,13.17,33.71,10.82,0.62,23.81,1.48,3.37,13.02,41.67,57.71,24.43,1.3846,1.2161,42.29
2011,Kenya,KEN,Africa,16.6,51.7,0.32,0.03,14.89,33.24,9.49,2.12,26.14,2.27,1.33,10.52,40.26,57.62,28.26,1.4308,1.5674,42.38
2012,Kenya,KEN,Africa,16.8,52.1,0.32,0.03,14.08,33.83,9.96,0.23,25.51,1.62,3.52,11.26,41.91,57.86,25.74,1.3802,1.4122,42.14
2013,Kenya,KEN,Africa,17.9,52.5,0.34,0.03,12.84,32.86,10.4,2.08,25.35,3.51,2.14,10.82,41.82,56.09,27.43,1.3409,1.2334,43.9
2014,Kenya,KEN,Africa,18.4,52.9,0.35,0.03,13.02,32.09,12.21,1.95,24.26,1.72,3.6,11.14,40.72,57.33,26.21,1.4076,1.0655,42.67
2015,Kenya,KEN,Africa,19.5,53.2,0.37,0.03,13.33,35.31,10.8,0.69,25.12,1.59,2.66,10.5,39.87,59.44,25.81,1.4905,1.2331,40.56
2016,Kenya,KEN,Africa,19.3,53.6,0.36,0.03,12.61,32.52,10.67,0.16,25.3,2.93,2.51,13.3,44.05,55.79,25.46,1.2662,1.1807,44.21
2017,Kenya,KEN,Africa,20.1,54.0,0.37,0.03,12.75,33.31,11.91,0.93,25.02,3.26,2.79,10.04,41.11,57.96,25.95,1.4095,1.0696,42.04
2018,Kenya,KEN,Africa,19.8,54.4,0.36,0.03,12.05,31.94,9.13,2.42,26.34,3.52,3.33,11.27,44.46,53.12,28.76,1.1945,1.3184,46.88
2019,Kenya,KEN,Africa,20.3,54.7,0.37,0.03,11.02,32.37,10.59,3.16,23.81,4.38,2.63,12.04,42.86,53.98,26.97,1.2592,1.0396,46.02
2020,Kenya,KEN,Africa,21.2,55.1,0.39,0.03,12.21,33.95,12.2,1.41,25.3,3.19,0.49,11.26,40.23,58.36,26.71,1.4503,1.0,41.64
2021,Kenya,KEN,Africa,22.4,55.5,0.4,0.03,11.99,33.47,11.87,2.18,25.59,1.56,3.81,9.54,40.5,57.32,27.77,1.415,1.0093,42.68
2022,Kenya,KEN,Africa,22.7,55.9,0.41,0.03,13.85,33.61,12.5,0.74,24.49,3.86,1.61,9.33,39.3,59.96,25.23,1.5253,1.1071,40.04
2023,Kenya,KEN,Africa,24.0,56.2,0.43,0.03,11.34,32.21,12.39,1.6,26.02,4.09,2.7,9.65,42.46,55.94,27.62,1.3172,0.9145,44.06
2024,Kenya,KEN,Africa,24.5,56.6,0.43,0.03,11.49,32.39,10.4,1.71,24.6,5.03,4.61,9.78,44.02,54.27,26.31,1.2326,1.1037,45.73
2025,Kenya,KEN,Africa,25.9,57.0,0.46,0.03,12.45,28.98,11.02,2.03,24.6,6.42,5.35,9.15,45.52,52.45,26.63,1.152,1.1287,47.55
2026,Kenya,KEN,Africa,27.3,57.4,0.48,0.03,11.93,31.52,11.7,0.6,24.78,4.14,4.47,10.86,44.25,55.15,25.38,1.246,1.0188,44.85
2000,Kuwait,KWT,MENA,54.3,3.8,14.19,2.84,0.47,50.19,45.03,0.3,0.57,1.0,0.14,2.3,4.01,95.69,0.87,23.8035,0.0104,4.31
2001,Kuwait,KWT,MENA,59.9,3.9,15.54,2.83,0.0,50.58,45.39,0.94,1.36,0.0,0.0,1.72,3.09,95.97,2.3,30.9581,0.0,4.03
2002,Kuwait,KWT,MENA,66.0,3.9,17.0,2.83,0.51,49.69,44.05,0.03,2.91,0.0,0.1,2.71,5.72,94.25,2.94,16.4485,0.0116,5.75
2003,Kuwait,KWT,MENA,64.7,3.9,16.53,2.54,0.0,49.37,44.59,1.21,1.38,0.5,0.0,2.96,4.84,93.95,2.59,19.3711,0.0,6.05
2004,Kuwait,KWT,MENA,71.7,3.9,18.18,2.6,1.3,49.08,44.97,2.82,1.17,0.25,0.0,0.41,1.83,95.34,3.99,51.8152,0.0289,4.65
2005,Kuwait,KWT,MENA,73.0,4.0,18.35,2.45,0.53,49.07,44.57,1.35,0.43,0.05,0.81,3.19,4.47,94.17,1.78,21.0201,0.0119,5.82
2006,Kuwait,KWT,MENA,79.5,4.0,19.85,2.48,0.0,51.22,44.97,0.0,0.43,2.39,0.0,0.99,3.81,96.19,0.43,25.1806,0.0,3.81
2007,Kuwait,KWT,MENA,82.7,4.0,20.5,2.41,1.02,48.07,43.65,2.95,0.73,1.44,0.0,2.14,4.31,92.74,3.68,21.4676,0.0234,7.26
2008,Kuwait,KWT,MENA,87.2,4.1,21.44,2.38,2.14,47.97,42.34,2.01,1.48,2.41,0.21,1.44,5.54,92.45,3.49,16.6577,0.0505,7.55
2009,Kuwait,KWT,MENA,89.8,4.1,21.91,2.31,1.92,48.7,46.07,1.19,0.88,0.0,0.0,1.25,2.13,96.68,2.07,45.1776,0.0417,3.32
2010,Kuwait,KWT,MENA,96.1,4.1,23.29,2.33,0.0,49.48,44.21,0.5,0.54,3.17,0.0,2.09,5.8,93.69,1.04,16.1256,0.0,6.3
2011,Kuwait,KWT,MENA,92.9,4.2,22.36,2.13,1.18,48.33,45.42,0.96,0.0,1.87,0.4,1.85,4.11,94.93,0.96,23.0413,0.026,5.07
2012,Kuwait,KWT,MENA,96.8,4.2,23.11,2.1,0.26,47.56,43.84,0.08,0.53,4.13,1.1,2.52,8.27,91.65,0.61,11.0688,0.0059,8.35
2013,Kuwait,KWT,MENA,94.4,4.2,22.39,1.95,0.0,48.77,46.17,1.23,0.86,2.09,0.14,0.74,3.83,94.93,2.09,24.7214,0.0,5.06
2014,Kuwait,KWT,MENA,93.0,4.2,21.9,1.82,0.81,47.77,42.9,1.33,2.35,2.48,0.01,2.35,7.19,91.48,3.68,12.7056,0.0189,8.52
2015,Kuwait,KWT,MENA,97.3,4.3,22.74,1.82,0.02,48.73,45.49,0.0,0.88,1.68,0.58,2.63,5.77,94.23,0.88,16.3028,0.0004,5.77
2016,Kuwait,KWT,MENA,94.9,4.3,22.03,1.69,2.81,46.26,45.28,1.38,0.61,1.13,2.21,0.33,4.28,94.35,1.99,21.993,0.062,5.66
2017,Kuwait,KWT,MENA,97.7,4.3,22.53,1.67,2.3,45.58,42.45,1.27,3.02,4.63,0.14,0.61,8.4,90.33,4.29,10.7408,0.0542,9.67
2018,Kuwait,KWT,MENA,96.7,4.4,22.15,1.58,1.09,45.83,45.66,1.72,0.0,3.87,0.51,1.33,5.71,92.57,1.72,16.1836,0.0239,7.43
2019,Kuwait,KWT,MENA,93.9,4.4,21.34,1.47,1.24,47.39,45.83,0.25,0.94,3.19,0.0,1.16,5.29,94.46,1.19,17.8226,0.0271,5.54
2020,Kuwait,KWT,MENA,94.9,4.4,21.43,1.43,2.92,45.64,46.19,0.97,1.32,2.96,0.0,0.0,4.28,94.75,2.29,22.0862,0.0632,5.25
2021,Kuwait,KWT,MENA,97.7,4.5,21.91,1.41,2.25,43.4,42.94,3.0,0.26,4.23,1.81,2.13,8.42,88.58,3.26,10.5077,0.0524,11.42
2022,Kuwait,KWT,MENA,102.3,4.5,22.79,1.42,0.0,44.92,45.17,2.92,0.24,3.73,1.26,1.77,6.99,90.09,3.16,12.87,0.0,9.91
2023,Kuwait,KWT,MENA,103.2,4.5,22.83,1.38,1.69,44.96,44.69,1.22,2.27,4.21,0.87,0.09,7.44,91.34,3.49,12.2604,0.0378,8.66
2024,Kuwait,KWT,MENA,105.3,4.5,23.15,1.36,2.81,44.63,45.16,1.01,1.06,3.05,0.0,2.28,6.4,92.59,2.07,14.4446,0.0622,7.41
2025,Kuwait,KWT,MENA,102.2,4.6,22.32,1.28,1.07,44.96,43.32,0.1,2.04,6.48,0.34,1.69,10.56,89.35,2.14,8.4532,0.0247,10.66
2026,Kuwait,KWT,MENA,99.9,4.6,21.68,1.2,1.14,42.97,44.86,0.52,2.15,5.15,0.94,2.27,10.51,88.97,2.67,8.4572,0.0254,11.03
2000,Malaysia,MYS,Asia,143.4,28.9,4.96,0.99,34.42,33.25,13.81,0.79,11.06,1.33,0.0,5.35,17.73,81.48,11.85,4.593,2.4906,18.52
2001,Malaysia,MYS,Asia,149.9,29.1,5.15,0.94,34.11,34.31,12.38,2.08,8.5,2.59,0.0,6.02,17.12,80.8,10.58,4.7169,2.753,19.2
2002,Malaysia,MYS,Asia,155.5,29.4,5.3,0.88,33.45,34.19,12.05,2.06,9.94,1.34,0.53,6.44,18.25,79.68,12.0,4.3636,2.7736,20.31
2003,Malaysia,MYS,Asia,161.9,29.6,5.47,0.84,33.55,34.36,12.35,3.09,10.24,0.64,0.27,5.5,16.65,80.26,13.33,4.8175,2.7144,19.74
2004,Malaysia,MYS,Asia,165.2,29.8,5.54,0.79,32.56,33.23,12.02,2.84,10.53,2.78,0.01,6.03,19.35,77.81,13.37,4.0191,2.7066,22.19
2005,Malaysia,MYS,Asia,173.6,30.0,5.78,0.77,32.83,36.72,12.32,1.27,10.88,0.76,0.01,5.2,16.86,81.87,12.15,4.853,2.6626,18.13
2006,Malaysia,MYS,Asia,181.9,30.3,6.01,0.75,33.04,32.54,13.18,1.83,10.7,2.44,0.0,6.28,19.41,78.76,12.53,4.0556,2.5049,21.24
2007,Malaysia,MYS,Asia,179.9,30.5,5.9,0.69,31.37,33.54,12.55,2.61,12.42,1.99,0.61,4.91,19.93,77.45,15.03,3.8842,2.4976,22.54
2008,Malaysia,MYS,Asia,185.8,30.7,6.05,0.67,31.07,35.61,14.44,1.28,9.16,2.21,2.21,4.01,17.59,81.13,10.44,4.6097,2.1502,18.87
2009,Malaysia,MYS,Asia,193.1,31.0,6.24,0.66,32.59,33.11,13.12,1.87,11.72,1.03,0.65,5.9,19.31,78.81,13.59,4.0792,2.4821,21.18
2010,Malaysia,MYS,Asia,198.7,31.2,6.37,0.64,31.08,31.98,15.13,3.37,10.23,2.06,1.07,5.08,18.45,78.19,13.6,4.2356,2.0528,21.82
2011,Malaysia,MYS,Asia,214.2,31.4,6.82,0.65,27.65,32.11,15.24,2.05,9.72,3.89,3.42,5.9,22.94,75.01,11.77,3.2684,1.8131,24.99
2012,Malaysia,MYS,Asia,219.2,31.6,6.93,0.63,28.54,32.25,15.21,1.96,11.74,4.84,1.03,4.44,22.04,76.0,13.7,3.4467,1.8752,24.0
2013,Malaysia,MYS,Asia,227.2,31.9,7.13,0.62,31.24,34.5,15.78,3.69,9.73,0.94,0.42,3.71,14.8,81.51,13.42,5.5037,1.9785,18.49
2014,Malaysia,MYS,Asia,231.1,32.1,7.2,0.6,30.79,34.55,15.05,1.41,9.65,2.82,1.7,4.03,18.19,80.39,11.06,4.417,2.0445,19.6
2015,Malaysia,MYS,Asia,239.0,32.3,7.39,0.59,30.12,31.33,15.2,2.05,10.88,3.91,3.38,3.14,21.31,76.65,12.93,3.5952,1.9803,23.36
2016,Malaysia,MYS,Asia,238.7,32.5,7.33,0.56,29.53,32.14,14.83,2.61,12.03,3.54,2.39,2.91,20.88,76.51,14.64,3.6625,1.9899,23.49
2017,Malaysia,MYS,Asia,250.9,32.8,7.66,0.57,28.45,32.61,16.3,2.37,10.3,3.09,2.1,4.78,20.27,77.36,12.67,3.8146,1.7443,22.64
2018,Malaysia,MYS,Asia,253.9,33.0,7.69,0.55,27.3,31.86,16.8,1.95,10.57,3.4,3.74,4.38,22.08,75.97,12.52,3.4391,1.624,24.03
2019,Malaysia,MYS,Asia,260.9,33.2,7.85,0.54,27.03,31.64,15.64,2.06,11.08,6.78,2.17,3.6,23.63,74.31,13.14,3.1434,1.7272,25.69
2020,Malaysia,MYS,Asia,259.2,33.5,7.75,0.52,28.08,30.78,17.04,3.52,9.35,5.75,3.04,2.45,20.59,75.9,12.87,3.6845,1.6469,24.11
2021,Malaysia,MYS,Asia,265.7,33.7,7.89,0.51,25.39,29.68,17.4,3.69,10.53,5.97,3.57,3.77,23.83,72.47,14.22,3.0398,1.4584,27.52
2022,Malaysia,MYS,Asia,273.2,33.9,8.06,0.5,27.43,31.8,15.95,2.09,9.13,7.16,5.13,1.32,22.73,75.18,11.22,3.3061,1.7187,24.82
2023,Malaysia,MYS,Asia,282.5,34.1,8.27,0.5,26.82,29.67,17.73,3.28,11.07,6.19,2.1,3.14,22.5,74.22,14.35,3.2972,1.5118,25.78
2024,Malaysia,MYS,Asia,278.7,34.4,8.11,0.48,26.54,30.47,18.38,2.89,9.5,5.43,3.33,3.47,21.73,75.39,12.39,3.4678,1.4432,24.62
2025,Malaysia,MYS,Asia,290.7,34.6,8.4,0.48,23.85,29.95,16.06,2.39,11.4,5.65,4.63,6.07,27.75,69.86,13.79,2.5166,1.4841,30.14
2026,Malaysia,MYS,Asia,289.9,34.8,8.33,0.46,26.19,29.83,18.67,1.61,8.34,6.96,4.35,4.05,23.71,74.68,9.95,3.1484,1.402,25.32
2000,Mexico,MEX,North America,375.3,110.5,3.4,0.68,22.04,35.11,24.55,8.38,4.62,1.68,0.0,3.63,9.92,81.69,13.0,8.2266,0.8974,18.3
2001,Mexico,MEX,North America,387.0,111.4,3.47,0.63,18.91,37.34,25.08,7.94,3.01,1.53,1.37,4.83,10.74,81.33,10.95,7.5656,0.7537,18.68
2002,Mexico,MEX,North America,399.1,112.2,3.56,0.59,20.57,35.78,25.53,8.48,2.7,0.11,1.53,5.3,9.64,81.87,11.18,8.4839,0.8054,18.12
2003,Mexico,MEX,North America,389.4,113.1,3.44,0.53,19.22,36.27,25.95,8.31,2.43,2.52,1.09,4.21,10.25,81.44,10.74,7.9376,0.7404,18.56
2004,Mexico,MEX,North America,407.6,114.0,3.58,0.51,21.6,36.61,26.44,6.74,2.83,0.0,1.67,4.11,8.61,84.65,9.57,9.8202,0.8166,15.35
2005,Mexico,MEX,North America,412.3,114.9,3.59,0.48,19.09,36.86,27.77,6.89,3.21,1.86,0.0,4.31,9.39,83.73,10.1,8.9074,0.6872,16.28
2006,Mexico,MEX,North America,421.2,115.7,3.64,0.45,17.87,38.16,27.33,9.86,1.93,0.0,1.59,3.27,6.78,83.36,11.79,12.2769,0.6536,16.64
2007,Mexico,MEX,North America,425.8,116.6,3.65,0.43,16.96,37.43,26.06,7.06,2.46,2.45,2.95,4.63,12.49,80.45,9.52,6.436,0.6506,19.55
2008,Mexico,MEX,North America,436.9,117.5,3.72,0.41,17.67,33.98,28.68,9.54,4.27,2.33,0.66,2.88,10.13,80.33,13.81,7.9221,0.6159,19.67
2009,Mexico,MEX,North America,455.8,118.3,3.85,0.41,18.96,34.27,27.13,8.88,2.55,0.89,3.58,3.74,10.76,80.35,11.43,7.4605,0.6986,19.64
2010,Mexico,MEX,North America,447.8,119.2,3.76,0.38,15.95,33.95,30.36,7.84,4.32,3.15,1.76,2.67,11.89,80.27,12.16,6.7454,0.5252,19.73
2011,Mexico,MEX,North America,456.0,120.1,3.8,0.36,17.64,37.17,27.54,8.61,2.9,1.52,2.82,1.82,9.05,82.35,11.51,9.0894,0.6403,17.66
2012,Mexico,MEX,North America,471.7,121.0,3.9,0.35,14.92,34.09,28.82,7.85,1.96,4.3,3.23,4.82,14.32,77.83,9.81,5.4313,0.5175,22.17
2013,Mexico,MEX,North America,458.2,121.8,3.76,0.33,14.77,34.28,31.6,7.39,2.81,3.7,1.75,3.69,11.96,80.66,10.2,6.7385,0.4673,19.35
2014,Mexico,MEX,North America,478.7,122.7,3.9,0.33,14.51,34.77,30.17,8.97,2.79,2.28,5.15,1.35,11.57,79.46,11.76,6.8618,0.4808,20.54
2015,Mexico,MEX,North America,470.0,123.6,3.8,0.3,12.81,35.97,33.2,8.39,4.1,1.5,3.04,1.0,9.63,81.98,12.49,8.5041,0.3857,18.02
2016,Mexico,MEX,North America,474.3,124.4,3.81,0.29,14.1,32.6,29.73,8.47,4.04,3.52,4.24,3.29,15.09,76.43,12.51,5.0616,0.4741,23.56
2017,Mexico,MEX,North America,459.1,125.3,3.66,0.27,12.56,32.79,31.91,8.56,3.87,4.21,2.74,3.36,14.18,77.26,12.43,5.4447,0.3935,22.74
2018,Mexico,MEX,North America,448.1,126.2,3.55,0.25,12.73,34.51,32.71,7.56,4.02,2.83,3.27,2.37,12.49,79.95,11.58,6.396,0.3891,20.05
2019,Mexico,MEX,North America,437.6,127.0,3.44,0.24,13.39,34.68,30.68,9.36,4.35,3.21,1.86,2.47,11.89,78.75,13.71,6.6176,0.4363,21.25
2020,Mexico,MEX,North America,426.0,127.9,3.33,0.22,12.14,34.38,31.28,9.59,0.76,4.17,4.13,3.55,12.61,77.8,10.35,6.1648,0.388,22.2
2021,Mexico,MEX,North America,443.0,128.8,3.44,0.22,12.04,34.25,31.86,8.9,3.52,3.19,2.79,3.44,12.94,78.16,12.42,6.0355,0.3778,21.84
2022,Mexico,MEX,North America,461.1,129.7,3.56,0.22,9.98,31.66,33.27,8.37,2.92,3.53,6.97,3.31,16.73,74.91,11.29,4.4749,0.2999,25.1
2023,Mexico,MEX,North America,467.4,130.5,3.58,0.22,9.63,33.62,35.5,7.13,3.45,4.13,5.44,1.1,14.11,78.76,10.58,5.5779,0.2712,21.24
2024,Mexico,MEX,North America,477.7,131.4,3.64,0.21,8.05,34.51,34.69,8.3,1.0,5.0,6.07,2.38,14.45,77.25,9.3,5.3423,0.232,22.75
2025,Mexico,MEX,North America,473.2,132.3,3.58,0.2,6.74,34.25,36.93,9.8,2.48,3.72,5.04,1.03,12.27,77.92,12.28,6.3453,0.1825,22.07
2026,Mexico,MEX,North America,477.0,133.1,3.58,0.2,9.04,30.3,35.75,9.75,3.11,7.13,4.51,0.41,15.17,75.08,12.86,4.946,0.2528,24.92
2000,Morocco,MAR,Africa,34.0,32.3,1.05,0.21,14.16,35.05,10.08,2.26,24.42,0.14,0.0,13.89,38.45,59.29,26.68,1.5416,1.4034,40.71
2001,Morocco,MAR,Africa,34.9,32.6,1.07,0.19,16.69,34.6,10.79,0.12,23.08,0.4,0.53,13.79,37.8,62.08,23.2,1.6419,1.5454,37.92
2002,Morocco,MAR,Africa,38.3,32.8,1.17,0.19,13.59,35.92,10.67,0.11,24.22,0.14,0.98,14.37,39.7,60.18,24.33,1.5155,1.2725,39.81
2003,Morocco,MAR,Africa,39.5,33.1,1.19,0.18,13.6,34.36,10.98,0.0,24.76,1.89,0.0,14.4,41.05,58.95,24.76,1.4357,1.2375,41.05
2004,Morocco,MAR,Africa,42.3,33.3,1.27,0.18,15.92,33.81,9.82,2.0,24.45,0.0,0.51,13.5,38.45,59.54,26.45,1.5481,1.6195,40.45
2005,Morocco,MAR,Africa,44.5,33.6,1.33,0.18,15.08,33.35,10.06,1.97,24.8,0.0,2.0,12.75,39.55,58.49,26.77,1.4785,1.4975,41.52
2006,Morocco,MAR,Africa,47.0,33.8,1.39,0.17,15.49,33.1,10.4,1.52,25.05,0.0,0.0,14.45,39.5,58.98,26.57,1.4928,1.488,41.02
2007,Morocco,MAR,Africa,47.8,34.1,1.4,0.16,13.8,33.8,10.96,1.53,23.59,1.75,2.4,12.17,39.92,58.56,25.12,1.4666,1.258,41.45
2008,Morocco,MAR,Africa,51.4,34.3,1.5,0.17,15.37,31.34,8.67,1.91,23.27,3.45,2.47,13.52,42.7,55.39,25.18,1.2969,1.7707,44.61
2009,Morocco,MAR,Africa,54.3,34.6,1.57,0.17,14.78,32.88,8.99,2.48,23.39,3.3,2.04,12.14,40.87,56.65,25.87,1.3858,1.6422,43.35
